objectid,title,description,date,date is approximate,subject,campus_location,buildingid,latitude,longitude,donor,source,identifier,id number,photo number,building number,rights,rightsstatement,format_original,type,format,cdmid,display_template,filename,object_location,image_small,image_thumb
campus00955,Swine at the university farm. University of Idaho. [204d-2],1961 photograph of Swine. A student and fourteen hogs in an enclosure.,1961,y,hogs; students; campuses; swine,University Farms,universityfarms,46.729678,-117.023653,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_204d-02,74,2,204d,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6x6 black and white print,Image;StillImage,image/jpeg,2011,image,campus00955.jpg,https://objects.lib.uidaho.edu/campus/campus00955.jpg,https://objects.lib.uidaho.edu/campus/small/campus00955_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00955_th.jpg
campus00956,Judging at Third Annual Swine Type Conference. University of Idaho. [204d-20],1944-10-19 photograph of Swine. Pigs in an enclosure being judged.,1944-10-19,,swine; students,University Farms,universityfarms,46.729678,-117.023653,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_204d-20,65,20,204d,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,2965,image,campus00956.jpg,https://objects.lib.uidaho.edu/campus/campus00956.jpg,https://objects.lib.uidaho.edu/campus/small/campus00956_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00956_th.jpg
campus00957,Judging at Third Annual Swine Type Conference. University of Idaho. [204d-21],1944 photograph of Swine. Pigs in an enclosure being judged.,1944,,swine; students,University Farms,universityfarms,46.729678,-117.023653,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_204d-21,66,21,204d,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,2966,image,campus00957.jpg,https://objects.lib.uidaho.edu/campus/campus00957.jpg,https://objects.lib.uidaho.edu/campus/small/campus00957_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00957_th.jpg
campus00958,Judging at Third Annual Swine Type Conference. University of Idaho. [204d-22],1944 photograph of Swine. Pigs in an enclosure being judged.,1944,,swine; students,University Farms,universityfarms,46.729678,-117.023653,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_204d-22,67,22,204d,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,2967,image,campus00958.jpg,https://objects.lib.uidaho.edu/campus/campus00958.jpg,https://objects.lib.uidaho.edu/campus/small/campus00958_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00958_th.jpg
campus00959,Fourth Swine Conference. University of Idaho. [204d-23],1944-10-19 photograph of Swine. Pigs in an enclosure being judged.,1944-10-19,,swine; students,University Farms,universityfarms,46.729678,-117.023653,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_204d-23,68,23,204d,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,2968,image,campus00959.jpg,https://objects.lib.uidaho.edu/campus/campus00959.jpg,https://objects.lib.uidaho.edu/campus/small/campus00959_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00959_th.jpg
campus00960,Fourth Swine Conference. University of Idaho. [204d-24],1944-10-19 photograph of Swine. Pigs in an enclosure being judged.,1944-10-19,,swine; students,University Farms,universityfarms,46.729678,-117.023653,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_204d-24,69,24,204d,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,2969,image,campus00960.jpg,https://objects.lib.uidaho.edu/campus/campus00960.jpg,https://objects.lib.uidaho.edu/campus/small/campus00960_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00960_th.jpg
campus00961,Fourth Swine Conference. University of Idaho. [204d-25],1944-10-19 photograph of Swine. Pigs in an enclosure being judged.,1944-10-19,,swine; students,University Farms,universityfarms,46.729678,-117.023653,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_204d-25,70,25,204d,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,2970,image,campus00961.jpg,https://objects.lib.uidaho.edu/campus/campus00961.jpg,https://objects.lib.uidaho.edu/campus/small/campus00961_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00961_th.jpg
campus00962,Judging at the Fourth Swine Conference. University of Idaho. [204d-26],1944-10-19 photograph of Swine. Pigs in an enclosure being judged.,1944-10-19,,swine; students,University Farms,universityfarms,46.729678,-117.023653,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_204d-26,71,26,204d,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,2971,image,campus00962.jpg,https://objects.lib.uidaho.edu/campus/campus00962.jpg,https://objects.lib.uidaho.edu/campus/small/campus00962_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00962_th.jpg
campus00963,Swine. University of Idaho. [204d-27],1945-06-14 photograph of Swine. A pig feeding in an enclosure.,1945-06-14,,swine,University Farms,universityfarms,46.729678,-117.023653,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_204d-27,72,27,204d,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,2972,image,campus00963.jpg,https://objects.lib.uidaho.edu/campus/campus00963.jpg,https://objects.lib.uidaho.edu/campus/small/campus00963_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00963_th.jpg
campus00964,Swine. University of Idaho. [204d-3],1939 photograph of Swine. A pig in a field eating.,1939,y,swine,University Farms,universityfarms,46.729678,-117.023653,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_204d-03,173,3,204d,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,2948,image,campus00964.jpg,https://objects.lib.uidaho.edu/campus/campus00964.jpg,https://objects.lib.uidaho.edu/campus/small/campus00964_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00964_th.jpg
campus00965,Swine. University of Idaho. [204d-4],1939 photograph of Swine. A pig in a field eating.,1939,y,swine,University Farms,universityfarms,46.729678,-117.023653,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_204d-04,174,4,204d,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,2949,image,campus00965.jpg,https://objects.lib.uidaho.edu/campus/campus00965.jpg,https://objects.lib.uidaho.edu/campus/small/campus00965_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00965_th.jpg
campus00966,Swine. University of Idaho. [204d-5],1939 photograph of Swine. A pig in a field eating.,1939,y,swine,University Farms,universityfarms,46.729678,-117.023653,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_204d-05,175,5,204d,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,2950,image,campus00966.jpg,https://objects.lib.uidaho.edu/campus/campus00966.jpg,https://objects.lib.uidaho.edu/campus/small/campus00966_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00966_th.jpg
campus00967,Swine. University of Idaho. [204d-6],1939 photograph of Swine. Piglets feeding.,1939,y,swine; students,University Farms,universityfarms,46.729678,-117.023653,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_204d-06,176,6,204d,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,2956,image,campus00967.jpg,https://objects.lib.uidaho.edu/campus/campus00967.jpg,https://objects.lib.uidaho.edu/campus/small/campus00967_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00967_th.jpg
campus00968,Judging hogs. Little International. University of Idaho. [204d-7],1939 photograph of Swine. Hogs being judged in front of a barn.,1939,,swine; students,University Farms,universityfarms,46.729678,-117.023653,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_204d-07,177,7,204d,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white film negative,Image;StillImage,image/jpeg,2951,image,campus00968.jpg,https://objects.lib.uidaho.edu/campus/campus00968.jpg,https://objects.lib.uidaho.edu/campus/small/campus00968_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00968_th.jpg
campus00969,Judging hogs. Little International. University of Idaho. [204d-8],1940 photograph of Swine. Hogs being judged in front of a barn.,1940,,swine; students,University Farms,universityfarms,46.729678,-117.023653,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_204d-08,178,8,204d,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negative,Image;StillImage,image/jpeg,2952,image,campus00969.jpg,https://objects.lib.uidaho.edu/campus/campus00969.jpg,https://objects.lib.uidaho.edu/campus/small/campus00969_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00969_th.jpg
campus00970,Swine. Little International grand champions. University of Idaho. [204d-9],1940 photograph of Swine. Two grand champion hogs.,1940,,swine; students,University Farms,universityfarms,46.729678,-117.023653,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_204d-09,179,9,204d,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3x4 black and white film negative,Image;StillImage,image/jpeg,2953,image,campus00970.jpg,https://objects.lib.uidaho.edu/campus/campus00970.jpg,https://objects.lib.uidaho.edu/campus/small/campus00970_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00970_th.jpg
campus00971,Judging Holsteins. Ag Day. University of Idaho. [205-1],1933 photograph of Dairy Farm and Creamery. Four Holstein cows are displayed for judging day in an fenced enclosure.,1933,y,cows; students; barns,Dairy Farm And Creamery,dairysciencebuilding,46.727736,-117.012087,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_205-01,75,1,205,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x6 black and white print,Image;StillImage,image/jpeg,2012,image,campus00971.jpg,https://objects.lib.uidaho.edu/campus/campus00971.jpg,https://objects.lib.uidaho.edu/campus/small/campus00971_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00971_th.jpg
campus00972,"Showing Jersey cows, Little International. University of Idaho. [205-10]",1930 photograph of Dairy Farm and Creamery. Nine Jersey cows are shown in a grassy field.,1930,y,cows; students,Dairy Farm And Creamery,dairysciencebuilding,46.727736,-117.012087,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_205-10,188,10,205,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6x8 black and white print,Image;StillImage,image/jpeg,2020,image,campus00972.jpg,https://objects.lib.uidaho.edu/campus/campus00972.jpg,https://objects.lib.uidaho.edu/campus/small/campus00972_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00972_th.jpg
campus00973,"Dairy Farm and Creamery, panoramic view, University of Idaho. [205-11]",1930 panoramic photograph of the Dairy Farm and Creamery.,1930,y,streets; campuses; farms; panoramic views; barns,Dairy Farm And Creamery,dairysciencebuilding,46.727736,-117.012087,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_205-11,,10,205,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6x8 black and white print,Image;StillImage,image/jpeg,2022,image,campus00973.jpg,https://objects.lib.uidaho.edu/campus/campus00973.jpg,https://objects.lib.uidaho.edu/campus/small/campus00973_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00973_th.jpg
campus00974,"Violet Posch Ormsby, Holstein champion. University of Idaho. [205-12]",1923 photograph of Dairy Farm and Creamery. Hostien champion cow Violet Posch Ormsby. Donor: College of Agriculture.,1923,y,cows,Dairy Farm And Creamery,dairysciencebuilding,46.727736,-117.012087,College of Agriculture,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_205-12,189,12,205,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2.5x3.5 black and white print,Image;StillImage,image/jpeg,2023,image,campus00974.jpg,https://objects.lib.uidaho.edu/campus/campus00974.jpg,https://objects.lib.uidaho.edu/campus/small/campus00974_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00974_th.jpg
campus00975,"Dairy barn banquet for Violet Posch Ormsby, Holstein champion. University of Idaho. [205-13]",1923 photograph of Dairy Farm and Creamery. Banquet held for Holstein champion Violet Posch Ormsby inside of dairy barn.,1923,,banquets (feasts); barns; interiors,Dairy Farm And Creamery,dairysciencebuilding,46.727736,-117.012087,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_205-13,190,13,205,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,2024,image,campus00975.jpg,https://objects.lib.uidaho.edu/campus/campus00975.jpg,https://objects.lib.uidaho.edu/campus/small/campus00975_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00975_th.jpg
campus00976,Holstein cows with handlers. University of Idaho. [205-14],"1923 photograph of Dairy Farm and Creamery. Four Holstein cows and their handlers pose in from of building. Hand written notes on the photograph name the cows Jass, Ruth, Aeta, and Colantha.",1923,y,cows; barns; students,Dairy Farm And Creamery,dairysciencebuilding,46.727736,-117.012087,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_205-14,274,14,205,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,2025,image,campus00976.jpg,https://objects.lib.uidaho.edu/campus/campus00976.jpg,https://objects.lib.uidaho.edu/campus/small/campus00976_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00976_th.jpg
campus00977,"Idaho Piebe Quality, Holstein record milk producer. University of Idaho. [205-15]",1934 photograph of Dairy Farm and Creamery. Holstein record milk producing cow against a backdrop of milk cans. From a Nitrate negative.,1934,,cows; milk cans,Dairy Farm And Creamery,dairysciencebuilding,46.727736,-117.012087,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_205-15,275,15,205,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white film negative,Image;StillImage,image/jpeg,2026,image,campus00977.jpg,https://objects.lib.uidaho.edu/campus/campus00977.jpg,https://objects.lib.uidaho.edu/campus/small/campus00977_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00977_th.jpg
campus00978,"Idaho Matador Novelty Colantha, Holstein reserve champion. University of Idaho. [205-16]",1926 photograph of Dairy Farm and Creamery. Reserve Holstein champion Colantha.,1926,,cows,Dairy Farm And Creamery,dairysciencebuilding,46.727736,-117.012087,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_205-16,276,16,205,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,2027,image,campus00978.jpg,https://objects.lib.uidaho.edu/campus/campus00978.jpg,https://objects.lib.uidaho.edu/campus/small/campus00978_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00978_th.jpg
campus00979,"Ice cream laboratory section, Dairy Science. University of Idaho. [205-17]",1925 photograph of Dairy Farm and Creamery. A student operates ice cream machinery.,1925,y,creamery; students; equipment,Dairy Farm And Creamery,dairysciencebuilding,46.727736,-117.012087,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_205-17,277,17,205,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,2028,image,campus00979.jpg,https://objects.lib.uidaho.edu/campus/campus00979.jpg,https://objects.lib.uidaho.edu/campus/small/campus00979_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00979_th.jpg
campus00980,"Studying cream separators, Dairy Science. University of Idaho. [205-18]",1925 photograph of Dairy Farm and Creamery. A class of students study cream separators.,1925,y,creamery; students; equipment,Dairy Farm And Creamery,dairysciencebuilding,46.727736,-117.012087,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_205-18,278,18,205,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,2029,image,campus00980.jpg,https://objects.lib.uidaho.edu/campus/campus00980.jpg,https://objects.lib.uidaho.edu/campus/small/campus00980_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00980_th.jpg
campus00981,"Butter making class, Dairy Science. University of Idaho. [205-19]",1925 photograph of Dairy Farm and Creamery. Students make butter in a classroom.,1925,y,creamery; students; equipment,Dairy Farm And Creamery,dairysciencebuilding,46.727736,-117.012087,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_205-19,279,19,205,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,2030,image,campus00981.jpg,https://objects.lib.uidaho.edu/campus/campus00981.jpg,https://objects.lib.uidaho.edu/campus/small/campus00981_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00981_th.jpg
campus00982,Dairy cattle class in field. University of Idaho. [205-2],1933 photograph of Dairy Farm and Creamery. Students and cattle during class in a field. A barn is visible in the background.,1933,y,cows; students; barns,Dairy Farm And Creamery,dairysciencebuilding,46.727736,-117.012087,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_205-02,76,2,205,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3.5x6 black and white print,Image;StillImage,image/jpeg,2013,image,campus00982.jpg,https://objects.lib.uidaho.edu/campus/campus00982.jpg,https://objects.lib.uidaho.edu/campus/small/campus00982_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00982_th.jpg
campus00983,"Cheese making class, Dairy Science. University of Idaho. [205-20]",1925 photograph of Dairy Farm and Creamery. Students make cheese in a classroom.,1925,y,creamery; students; equipment,Dairy Farm And Creamery,dairysciencebuilding,46.727736,-117.012087,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_205-20,280,20,205,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,2031,image,campus00983.jpg,https://objects.lib.uidaho.edu/campus/campus00983.jpg,https://objects.lib.uidaho.edu/campus/small/campus00983_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00983_th.jpg
campus00984,"Creamery, Dairy Science. University of Idaho. [205-21]",1925 photograph of Dairy Farm and Creamery. Students operate machinery in the Creamery.,1925,y,creamery; students; equipment,Dairy Farm And Creamery,dairysciencebuilding,46.727736,-117.012087,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_205-21,281,21,205,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,2032,image,campus00984.jpg,https://objects.lib.uidaho.edu/campus/campus00984.jpg,https://objects.lib.uidaho.edu/campus/small/campus00984_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00984_th.jpg
campus00985,"Creamery, Dairy Science. University of Idaho. [205-22]",1925 photograph of Dairy Farm and Creamery. Students work at a lab table in the Creamery.,1925,y,creamery; students; equipment,Dairy Farm And Creamery,dairysciencebuilding,46.727736,-117.012087,,"University of Idaho Campus Photographs, PG 1, University of Idaho Library Special Collections and Archives",PG1_205-22,282,22,205,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,2033,image,campus00985.jpg,https://objects.lib.uidaho.edu/campus/campus00985.jpg,https://objects.lib.uidaho.edu/campus/small/campus00985_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00985_th.jpg
